TicketKey,TicketID,Project,ProjectKey,Summary,Description,IssueType,Status,StatusCategory,IsCurrent,StatusEntryDate,StatusExitDate,TimeInStatusHours,Priority,Assignee,AssigneeEmail,AssigneeAccountID,Reporter,Creator,Created,Updated,ResolutionDate,DueDate,SprintState
DL-109,10003,DL,DL,OPCVM,Analyse et développement selon les spécifications du ticket DL-109.,Story,To Be Deployed,Done,Yes,22/03/2025 20:15,22/03/2025 20:15,0.0,Medium,,,acc_0003,Chef de projet,Chef de projet,11/03/2025 00:00,22/03/2025 20:15,22/03/2025 20:15,2025/03/21,Sprint 9
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,In Analysis,In Progress,No,12/02/2025 00:00,14/02/2025 09:06,57.11,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,14/02/2025 09:06,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,To Do,In Progress,No,14/02/2025 09:06,15/02/2025 11:39,26.54,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,15/02/2025 11:39,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,In Process,In Progress,No,15/02/2025 11:39,18/02/2025 17:23,77.74,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,18/02/2025 17:23,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,In Review,In Progress,No,18/02/2025 17:23,20/02/2025 07:34,38.18,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,20/02/2025 07:34,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,Ready For Test,In Progress,No,20/02/2025 07:34,20/02/2025 13:43,6.15,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,20/02/2025 13:43,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,Correction Post Review,In Progress,No,20/02/2025 13:43,21/02/2025 02:41,12.98,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,21/02/2025 02:41,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,Correction Post QA,In Progress,No,21/02/2025 02:41,21/02/2025 14:55,12.23,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,21/02/2025 14:55,,2025/02/27,Sprint 8
DL-110,10004,DL,DL,DAT,Analyse et développement selon les spécifications du ticket DL-110.,Story,To Be Deployed,Done,Yes,21/02/2025 14:55,21/02/2025 14:55,0.0,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0004,Chef de projet,Chef de projet,12/02/2025 00:00,21/02/2025 14:55,21/02/2025 14:55,2025/02/27,Sprint 8
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,In Analysis,In Progress,No,11/03/2025 00:00,12/03/2025 18:12,42.21,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,12/03/2025 18:12,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,To Do,In Progress,No,12/03/2025 18:12,13/03/2025 04:26,10.24,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,13/03/2025 04:26,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,In Process,In Progress,No,13/03/2025 04:26,15/03/2025 03:08,46.7,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,15/03/2025 03:08,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,In Review,In Progress,No,15/03/2025 03:08,17/03/2025 02:36,47.47,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,17/03/2025 02:36,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,QA In Process,In Progress,No,17/03/2025 02:36,18/03/2025 21:00,42.4,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,18/03/2025 21:00,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,Correction Post Review,In Progress,No,18/03/2025 21:00,19/03/2025 23:20,26.32,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,19/03/2025 23:20,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,Blocked,In Progress,No,19/03/2025 23:20,20/03/2025 19:56,20.61,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,20/03/2025 19:56,,2025/03/21,Sprint 9
DL-111,10005,DL,DL,TITRES,Analyse et développement selon les spécifications du ticket DL-111.,Story,To Be Deployed,Done,Yes,20/03/2025 19:56,20/03/2025 19:56,0.0,Medium,,,acc_0005,Chef de projet,Chef de projet,11/03/2025 00:00,20/03/2025 19:56,20/03/2025 19:56,2025/03/21,Sprint 9
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,In Analysis,In Progress,No,12/02/2025 00:00,13/02/2025 09:44,33.74,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,13/02/2025 09:44,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,To Do,In Progress,No,13/02/2025 09:44,13/02/2025 15:32,5.8,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,13/02/2025 15:32,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,In Process,In Progress,No,13/02/2025 15:32,15/02/2025 19:05,51.55,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,15/02/2025 19:05,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,In Review,In Progress,No,15/02/2025 19:05,16/02/2025 15:48,20.71,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,16/02/2025 15:48,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,Ready For Test,In Progress,No,16/02/2025 15:48,17/02/2025 02:04,10.27,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,17/02/2025 02:04,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,QA In Process,In Progress,No,17/02/2025 02:04,19/02/2025 11:13,57.15,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,19/02/2025 11:13,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,Correction Post Review,In Progress,No,19/02/2025 11:13,20/02/2025 22:53,35.67,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,20/02/2025 22:53,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,Correction Post QA,In Progress,No,20/02/2025 22:53,21/02/2025 11:45,12.87,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,21/02/2025 11:45,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,Blocked,In Progress,No,21/02/2025 11:45,23/02/2025 14:23,50.64,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,23/02/2025 14:23,,2025/02/27,Sprint 8
DL-376,10006,DL,DL,BON DE CAISSE,Analyse et développement selon les spécifications du ticket DL-376.,Story,To Be Deployed,Done,Yes,23/02/2025 14:23,23/02/2025 14:23,0.0,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0006,Chef de projet,Chef de projet,12/02/2025 00:00,23/02/2025 14:23,23/02/2025 14:23,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,To Do,In Progress,No,12/02/2025 00:00,13/02/2025 03:26,27.45,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,13/02/2025 03:26,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,In Process,In Progress,No,13/02/2025 03:26,15/02/2025 15:23,59.94,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,15/02/2025 15:23,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,In Review,In Progress,No,15/02/2025 15:23,16/02/2025 10:09,18.77,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,16/02/2025 10:09,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,Ready For Test,In Progress,No,16/02/2025 10:09,17/02/2025 16:05,29.94,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,17/02/2025 16:05,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,QA In Process,In Progress,No,17/02/2025 16:05,19/02/2025 03:34,35.48,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,19/02/2025 03:34,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,Correction Post Review,In Progress,No,19/02/2025 03:34,19/02/2025 11:45,8.18,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,19/02/2025 11:45,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,Correction Post QA,In Progress,No,19/02/2025 11:45,19/02/2025 17:55,6.18,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,19/02/2025 17:55,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,Blocked,In Progress,No,19/02/2025 17:55,20/02/2025 10:43,16.8,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,20/02/2025 10:43,,2025/02/27,Sprint 8
DL-402,10007,DL,DL,Autres Assurance,Analyse et développement selon les spécifications du ticket DL-402.,Story,To Be Deployed,Done,Yes,20/02/2025 10:43,20/02/2025 10:43,0.0,Medium,,,acc_0007,Chef de projet,Chef de projet,12/02/2025 00:00,20/02/2025 10:43,20/02/2025 10:43,2025/02/27,Sprint 8
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,In Analysis,In Progress,No,26/04/2025 17:00,29/04/2025 05:49,60.82,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,29/04/2025 05:49,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,To Do,In Progress,No,29/04/2025 05:49,29/04/2025 13:40,7.86,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,29/04/2025 13:40,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,In Process,In Progress,No,29/04/2025 13:40,04/05/2025 02:09,108.48,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,04/05/2025 02:09,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,In Review,In Progress,No,04/05/2025 02:09,05/05/2025 18:11,40.04,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,05/05/2025 18:11,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,Ready For Test,In Progress,No,05/05/2025 18:11,06/05/2025 18:24,24.21,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,06/05/2025 18:24,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,QA In Process,In Progress,No,06/05/2025 18:24,07/05/2025 21:25,27.01,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,07/05/2025 21:25,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,Correction Post Review,In Progress,No,07/05/2025 21:25,08/05/2025 12:41,15.27,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,08/05/2025 12:41,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,Correction Post QA,In Progress,No,08/05/2025 12:41,08/05/2025 21:38,8.95,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,08/05/2025 21:38,,,KANBAN BOARD
DL-383,10008,DL,DL,Placement en Devise,Analyse et développement selon les spécifications du ticket DL-383.,Story,To Be Deployed,Done,Yes,08/05/2025 21:38,08/05/2025 21:38,0.0,Medium,Firas Brinsi,bensalem.houssein@attijaribank.com.tn,acc_0008,Chef de projet,Chef de projet,26/04/2025 17:00,08/05/2025 21:38,08/05/2025 21:38,,KANBAN BOARD
DL-484,10009,DL,DL,packs,Analyse et développement selon les spécifications du ticket DL-484.,Tâche,In Analysis,In Progress,No,24/02/2025 11:00,27/02/2025 11:13,72.23,Medium,,,acc_0009,Chef de projet,Chef de projet,24/02/2025 11:00,27/02/2025 11:13,,,KANBAN BOARD
DL-484,10009,DL,DL,packs,Analyse et développement selon les spécifications du ticket DL-484.,Tâche,To Do,In Progress,Yes,27/02/2025 11:13,,0.0,Medium,,,acc_0009,Chef de projet,Chef de projet,24/02/2025 11:00,27/02/2025 11:13,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,In Analysis,In Progress,No,20/10/2025 10:00,21/10/2025 07:10,21.17,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,21/10/2025 07:10,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,To Do,In Progress,No,21/10/2025 07:10,22/10/2025 11:23,28.23,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,22/10/2025 11:23,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,In Process,In Progress,No,22/10/2025 11:23,26/10/2025 23:16,107.87,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,26/10/2025 23:16,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,Ready For Test,In Progress,No,26/10/2025 23:16,28/10/2025 01:03,25.79,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,28/10/2025 01:03,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,QA In Process,In Progress,No,28/10/2025 01:03,29/10/2025 02:26,25.38,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,29/10/2025 02:26,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,Correction Post Review,In Progress,No,29/10/2025 02:26,29/10/2025 09:27,7.03,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,29/10/2025 09:27,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,Correction Post QA,In Progress,No,29/10/2025 09:27,30/10/2025 12:24,26.95,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,30/10/2025 12:24,,,KANBAN BOARD
DL-67,10010,DL,DL,MOUVEMENTS,Analyse et développement selon les spécifications du ticket DL-67.,Epic,To Be Deployed,Done,Yes,30/10/2025 12:24,30/10/2025 12:24,0.0,Medium,,,acc_0010,Chef de projet,Chef de projet,20/10/2025 10:00,30/10/2025 12:24,30/10/2025 12:24,,KANBAN BOARD
DL-68,10011,DL,DL,INTERACTIONS DIGITALE,Analyse et développement selon les spécifications du ticket DL-68.,Epic,In Analysis,In Progress,No,03/03/2025 14:00,04/03/2025 17:42,27.7,Medium,,,acc_0011,Chef de projet,Chef de projet,03/03/2025 14:00,04/03/2025 17:42,,,KANBAN BOARD
DL-68,10011,DL,DL,INTERACTIONS DIGITALE,Analyse et développement selon les spécifications du ticket DL-68.,Epic,To Do,In Progress,Yes,04/03/2025 17:42,,0.0,Medium,,,acc_0011,Chef de projet,Chef de projet,03/03/2025 14:00,04/03/2025 17:42,,,KANBAN BOARD
DL-74,10012,DL,DL,Piste d'audit et timelime,Analyse et développement selon les spécifications du ticket DL-74.,Story,In Analysis,In Progress,No,06/10/2025 11:00,09/10/2025 14:44,75.73,Medium,,,acc_0012,Chef de projet,Chef de projet,06/10/2025 11:00,09/10/2025 14:44,,,KANBAN BOARD
DL-74,10012,DL,DL,Piste d'audit et timelime,Analyse et développement selon les spécifications du ticket DL-74.,Story,To Do,In Progress,Yes,09/10/2025 14:44,,0.0,Medium,,,acc_0012,Chef de projet,Chef de projet,06/10/2025 11:00,09/10/2025 14:44,,,KANBAN BOARD
DL-75,10013,DL,DL,Usage analytics,Analyse et développement selon les spécifications du ticket DL-75.,Story,In Analysis,In Progress,No,23/05/2025 11:00,25/05/2025 09:17,46.29,Medium,,,acc_0013,Chef de projet,Chef de projet,23/05/2025 11:00,25/05/2025 09:17,,,KANBAN BOARD
DL-75,10013,DL,DL,Usage analytics,Analyse et développement selon les spécifications du ticket DL-75.,Story,To Do,In Progress,Yes,25/05/2025 09:17,,0.0,Medium,,,acc_0013,Chef de projet,Chef de projet,23/05/2025 11:00,25/05/2025 09:17,,,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,In Analysis,In Progress,No,12/02/2025 00:00,13/02/2025 09:12,33.21,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,13/02/2025 09:12,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,To Do,In Progress,No,13/02/2025 09:12,13/02/2025 15:59,6.77,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,13/02/2025 15:59,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,In Process,In Progress,No,13/02/2025 15:59,17/02/2025 03:05,83.11,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,17/02/2025 03:05,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,In Review,In Progress,No,17/02/2025 03:05,17/02/2025 22:15,19.16,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,17/02/2025 22:15,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,QA In Process,In Progress,No,17/02/2025 22:15,20/02/2025 05:31,55.27,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,20/02/2025 05:31,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,Correction Post Review,In Progress,No,20/02/2025 05:31,21/02/2025 16:36,35.09,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,21/02/2025 16:36,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,Blocked,In Progress,No,21/02/2025 16:36,22/02/2025 07:00,14.39,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,22/02/2025 07:00,,2025/03/21,KANBAN BOARD
DL-70,10014,DL,DL,RELATION CLIENT,Analyse et développement selon les spécifications du ticket DL-70.,Epic,To Be Deployed,Done,Yes,22/02/2025 07:00,22/02/2025 07:00,0.0,Medium,,,acc_0014,Chef de projet,Chef de projet,12/02/2025 00:00,22/02/2025 07:00,22/02/2025 07:00,2025/03/21,KANBAN BOARD
DL-118,10015,DL,DL,Portefeuille et Gestionnaires,Analyse et développement selon les spécifications du ticket DL-118.,Story,In Analysis,In Progress,No,12/02/2025 00:00,14/02/2025 12:08,60.14,Medium,,,acc_0015,Chef de projet,Chef de projet,12/02/2025 00:00,14/02/2025 12:08,,2025/02/27,Sprint 8
DL-118,10015,DL,DL,Portefeuille et Gestionnaires,Analyse et développement selon les spécifications du ticket DL-118.,Story,To Do,In Progress,Yes,14/02/2025 12:08,,0.0,Medium,,,acc_0015,Chef de projet,Chef de projet,12/02/2025 00:00,14/02/2025 12:08,,2025/02/27,Sprint 8
DL-114,10016,DL,DL,Opportunités de vente,Analyse et développement selon les spécifications du ticket DL-114.,Story,In Analysis,In Progress,No,12/02/2025 00:00,13/02/2025 01:48,25.82,Medium,azizridane,bensalem.saber@gtiinfo.com.tn,acc_0016,Chef de projet,Chef de projet,12/02/2025 00:00,13/02/2025 01:48,,2025/02/27,Sprint 8
